iter	Passed	Remaining
446	26749	21782
447	26807	21721
448	26857	21653
449	26919	21595
450	26974	21532
451	27119	21539
452	27179	21479
453	27241	21421
454	27309	21367
455	27361	21300
456	27423	21242
457	27479	21179
458	27540	21120
459	27607	21065
460	27667	21005
461	27786	20990
462	27852	20934
463	27908	20871
464	27970	20812
465	28026	20749
466	28091	20692
467	28149	20631
468	28213	20573
469	28274	20514
470	28328	20449
471	28378	20382
472	28438	20321
473	28495	20259
474	28555	20199
475	28612	20137
476	28669	20074
477	28720	20007
478	28775	19944
479	28824	19876
480	28877	19811
481	28940	19754
482	28996	19690
483	29057	19631
484	29105	19563
485	29171	19507
486	29236	19451
487	29302	19394
488	29365	19336
489	29442	19287
490	29504	19228
491	29559	19165
492	29611	19100
493	29662	19034
494	29727	18977
495	29784	18915
496	29842	18854
497	29894	18789
498	29939	18719
499	29991	18654
500	30049	18593
501	30123	18541
502	30188	18485
503	30252	18427
504	30301	18360
505	30353	18295
506	30400	18228
507	30455	18165
508	30520	18108
509	30576	18045
510	30632	17983
511	30687	17920
512	30739	17856
513	30797	17795
514	30843	17727
515	30902	17667
516	30962	17607
517	31014	17543
518	31080	17486
519	31139	17426
520	31199	17366
521	31248	17300
522	31354	17265
523	31415	17206
524	31465	17141
525	31518	17077
526	31575	17016
527	31625	16950
528	31682	16889
529	31734	16825
530	31787	16761
531	31848	16702
532	31899	16638
533	31952	16574
534	32012	16514
535	32078	16458
536	32135	16396
537	32185	16331
538	32236	16267
539	32295	16207
540	32356	16148
541	32410	16085
542	32467	16024
543	32523	15962
544	32578	15900
545	32635	15839
546	32691	15777
547	32748	15717
548	32798	15652
549	32853	15590
550	32912	15530
551	32966	15468
552	33028	15409
553	33086	15348
554	33135	15284
555	33200	15226
556	33259	15166
557	33313	15104
558	33367	15042
559	33417	14978
560	33472	14916
561	33528	14855
562	33584	14793
563	33635	14730
564	33696	14671
565	33748	14608
566	33804	14547
567	33861	14486
568	33915	14424
569	33964	14360
570	34020	14299
571	34067	14234
572	34130	14176
573	34181	14113
574	34241	14054
575	34305	13996
576	34362	13935
577	34414	13872
578	34482	13816
579	34542	13757
580	34609	13701
581	34678	13644
582	34747	13589
583	34807	13529
584	34860	13467
585	34917	13406
586	34971	13345
587	35033	13286
588	35092	13226
589	35147	13165
590	35213	13108
591	35264	13045
592	35330	12988
593	35381	12925
594	35437	12864
595	35526	12815
596	35603	12762
597	35664	12703
598	35796	12669
599	35857	12609
600	35911	12548
601	35995	12496
602	36078	12444
603	36138	12385
604	36195	12324
605	36254	12264
606	36309	12202
607	36370	12143
608	36419	12080
609	36479	12020
610	36530	11957
611	36588	11897
612	36644	11836
613	36694	11773
614	36749	11711
615	36804	11650
616	36855	11588
617	36911	11527
618	36974	11468
619	37035	11409
620	37093	11348
621	37148	11287
622	37205	11227
623	37261	11166
624	37326	11108
625	37387	11049
626	37440	10987
627	37494	10925
628	37552	10865
629	37607	10804
630	37660	10742
631	37711	10680
632	37768	10620
633	37822	10559
634	37874	10497
635	37925	10435
636	37987	10376
637	38042	10315
638	38099	10255
639	38157	10195
640	38216	10135
641	38275	10075
642	38331	10014
643	38390	9955
644	38439	9892
645	38511	9836
646	38570	9776
647	38623	9715
648	38685	9656
649	38752	9598
650	38806	9537
651	38881	9481
652	38953	9425
653	39017	9366
654	39074	9306
655	39139	9247
656	39199	9188
657	39302	9138
658	39384	9084
659	39456	9027
660	39540	8972
661	39639	8921
662	39719	8866
663	39815	8814
664	39884	8756
665	39945	8696
666	39999	8635
667	40057	8575
668	40116	8514
669	40237	8467
670	40313	8411
671	40372	8350
672	40437	8291
673	40497	8231
674	40548	8169
675	40601	8108
676	40665	8049
677	40716	7987
678	40770	7925
679	40832	7866
680	40910	7809
681	40966	7748
682	41016	7686
683	41080	7627
684	41145	7568
685	41197	7506
686	41252	7445
687	41304	7384
688	41361	7323
689	41410	7261
690	41468	7201
691	41518	7139
692	41577	7079
693	41627	7017
694	41682	6957
695	41737	6896
696	41802	6837
697	41859	6776
698	41913	6715
699	41969	6655
700	42032	6595
701	42102	6537
702	42148	6475
703	42200	6413
704	42252	6352
705	42313	6293
706	42369	6232
707	42428	6172
708	42484	6112
709	42542	6051
710	42606	5992
711	42662	5931
712	42716	5871
713	42767	5810
714	42829	5750
715	42881	5689
716	42932	5628
717	42986	5567
718	43045	5507
719	43098	5447
720	43160	5387
721	43209	5326
722	43264	5265
723	43318	5205
724	43373	5144
725	43429	5084
726	43481	5024
727	43530	4963
728	43578	4901
729	43630	4841
730	43692	4781
731	43749	4721
732	43805	4661
733	43877	4602
734	43938	4543
735	43991	4482
736	44041	4422
737	44097	4361
738	44155	4302
739	44208	4241
740	44263	4181
741	44311	4120
742	44359	4059
743	44411	3999
744	44461	3938
745	44523	3879
746	44576	3819
747	44642	3759
748	44707	3700
749	44768	3641
750	44833	3581
751	44896	3522
752	44945	3461
753	44998	3401
754	45060	3342
755	45119	3282
756	45189	3223
757	45238	3163
758	45292	3103
759	45342	3042
760	45394	2982
761	45457	2923
762	45514	2863
763	45572	2803
764	45630	2743
765	45686	2683
766	45741	2624
767	45790	2563
768	45852	2504
769	45907	2444
770	45962	2384
771	46023	2325
772	46074	2264
773	46126	2205
774	46178	2145
775	46230	2085
776	46289	2025
777	46343	1965
778	46395	1905
779	46453	1846
780	46516	1786
781	46570	1727
782	46622	1667
783	46674	1607
784	46727	1547
785	46776	1487
786	46840	1428
787	46892	1368
788	46956	1309
789	47016	1249
790	47073	1190
791	47124	1130
792	47182	1070
793	47238	1011
794	47305	952
795	47366	892
796	47433	833
797	47490	773
798	47544	714
799	47609	654
800	47700	595
801	47766	536
802	47827	476
803	47878	416
804	47935	357
805	47988	297
806	48042	238
807	48102	178
808	48165	119
809	48219	59
810	48272	0
