iter	Logloss
209	0.5477918118
210	0.5477373807
211	0.5476473604
212	0.5476214341
213	0.5475838801
214	0.5475386059
215	0.5475186444
216	0.5474634298
217	0.5474208895
218	0.5473735744
219	0.5473239671
220	0.5472846367
221	0.5472586929
222	0.5471964095
223	0.5471358661
224	0.5471149944
225	0.5470903223
226	0.5470685709
227	0.5470274223
228	0.5469984696
229	0.5469187337
230	0.5468945072
231	0.5468191855
232	0.546781941
233	0.546734165
234	0.5466895796
235	0.5466491556
236	0.5466243239
237	0.5466074213
238	0.5465844646
239	0.5465425653
240	0.5464905252
241	0.5464620088
242	0.5464244506
243	0.5464047114
244	0.5463720951
245	0.5463557205
246	0.5462982756
247	0.5462634092
248	0.5462213274
249	0.5461561306
250	0.5461136274
251	0.5460705363
252	0.5460561249
253	0.545999183
254	0.5459344778
255	0.5459141526
256	0.5458803838
257	0.5458234586
258	0.5457809041
259	0.5457541845
260	0.5457254495
261	0.5456903764
262	0.5456473885
263	0.5456130292
264	0.5455701429
265	0.5455347188
266	0.545472217
267	0.5454249834
268	0.5454159818
269	0.5453897278
270	0.5453329817
271	0.5452894524
272	0.5452426737
273	0.5452256807
274	0.5451730764
275	0.5451352316
276	0.5450701662
277	0.5450380735
278	0.5449900314
279	0.5449692518
280	0.5449222867
281	0.5449004525
282	0.5448567056
283	0.5448079847
284	0.5447633635
285	0.5447136284
286	0.544667516
287	0.5446294018
288	0.5445840607
289	0.5445338613
290	0.544473838
291	0.5444343223
292	0.5443994246
293	0.5443610417
294	0.5443344771
295	0.5442833148
296	0.5442501158
297	0.544219039
298	0.5441719091
299	0.5441058795
300	0.5440647458
301	0.5440322276
302	0.5439868313
303	0.5439493086
304	0.5439240801
305	0.5438935657
306	0.5438662526
307	0.5438367035
308	0.5437992492
309	0.5437633668
310	0.5437261518
311	0.5436743829
312	0.543636198
313	0.5436236854
314	0.5435815884
315	0.5435423274
316	0.5435131367
317	0.5434573458
318	0.5434270187
319	0.5434039252
320	0.5433724129
321	0.5433233483
322	0.5432746764
323	0.543232614
324	0.5431961778
325	0.5431500336
326	0.5431327391
327	0.543097733
328	0.5430543519
329	0.5429960449
330	0.5429562185
331	0.5429281349
332	0.5428903784
333	0.5428421175
334	0.5428067084
335	0.5427913664
336	0.5427419685
337	0.5427039422
338	0.5426616107
339	0.5426359699
340	0.542601991
341	0.542564021
342	0.5425367615
343	0.5424929641
344	0.542465823
345	0.5424248903
346	0.5423964333
347	0.5423648509
348	0.5423447268
349	0.5423107961
350	0.5422861118
351	0.5422548422
352	0.54221242
353	0.5421975856
354	0.5421672892
355	0.5421366036
356	0.54211276
357	0.5420913285
358	0.542061731
359	0.5420202407
360	0.5419959002
361	0.5419603736
362	0.541930518
363	0.5419042819
364	0.5418957969
365	0.5418588458
366	0.5418296742
367	0.5418047807
368	0.5417855641
369	0.5417564435
370	0.5417094967
371	0.541690039
372	0.5416516197
373	0.5416224529
374	0.5415976104
375	0.541587154
376	0.5415681628
377	0.5415356367
378	0.5415095595
379	0.5414872298
380	0.5414537801
381	0.5414087164
382	0.5413784625
383	0.5413729041
384	0.5413424169
385	0.5413258371
386	0.5412980926
387	0.5412695743
388	0.5412413616
389	0.5412307827
390	0.5412007861
391	0.541174228
392	0.5411408347
393	0.5411072283
394	0.5410833478
395	0.5410565759
396	0.5410330377
397	0.5409827745
398	0.5409565881
399	0.5409298386
400	0.5408999107
401	0.5408818462
402	0.5408674967
403	0.5408158244
404	0.5407851393
405	0.5407476777
406	0.5407350815
407	0.5407020298
408	0.5406775939
409	0.5406567188
410	0.540623262
411	0.5406173615
412	0.5406008865
413	0.5405712332
414	0.5405403203
415	0.5405222448
416	0.5405066042
417	0.5404948355
418	0.5404653164
419	0.5404373297
420	0.5403984221
421	0.5403719412
422	0.5403584516
423	0.5403363771
424	0.5403188628
425	0.5402872586
426	0.5402557159
427	0.5402269756
428	0.5401921158
429	0.5401825624
430	0.5401475374
431	0.540132416
432	0.5401091527
433	0.5400909649
434	0.5400683202
435	0.5400480915
436	0.5400343869
437	0.5400123241
438	0.5400016692
439	0.5399992463
440	0.5399720275
441	0.5399510027
442	0.5399412607
443	0.539902858
444	0.5398743241
445	0.5398613491
446	0.5398487222
447	0.5398124818
448	0.5398002994
449	0.539779683
450	0.5397657491
451	0.5397434914
452	0.539703337
453	0.5396797536
454	0.5396544986
455	0.5396284154
456	0.5396121925
457	0.5395839197
458	0.5395660798
459	0.5395413173
460	0.5395082522
461	0.5394743553
462	0.5394517797
463	0.539415006
464	0.5393965853
465	0.5393737396
466	0.539348039
467	0.5393169446
468	0.53930113
469	0.5392853604
470	0.53926212
471	0.5392340779
472	0.5392159774
473	0.539187533
474	0.5391719867
475	0.539149409
476	0.5391299474
477	0.5391039454
478	0.5390820801
479	0.5390392956
480	0.5390234124
481	0.5389930682
482	0.5389739995
483	0.5389688692
484	0.538927759
485	0.5388887279
486	0.5388632007
487	0.5388442297
488	0.5388351432
489	0.5388175293
490	0.5387880013
491	0.5387639608
492	0.5387439974
493	0.5387210247
494	0.5387125577
495	0.5386935147
496	0.538660176
497	0.5386435568
498	0.5386127185
499	0.5386060917
500	0.5385796689
501	0.5385506249
502	0.5385445382
503	0.5385242688
504	0.5385052661
505	0.538493936
506	0.5384679862
507	0.5384457995
508	0.5384247
509	0.538389816
510	0.5383655824
511	0.5383483316
512	0.5383359252
513	0.5383118305
514	0.538296156
515	0.5382864321
516	0.5382619196
517	0.5382484932
518	0.5382271708
519	0.5382060518
520	0.5381824342
521	0.5381554553
522	0.5381213701
523	0.5381124036
524	0.5380938736
525	0.5380713453
526	0.538042069
527	0.5380133107
528	0.5380097405
529	0.5379840917
530	0.5379643509
531	0.5379550816
532	0.5379406347
533	0.5379256893
534	0.5379198838
535	0.5378926935
536	0.537876433
537	0.5378576643
538	0.5378491301
539	0.5378320768
540	0.5378199409
541	0.5377990501
542	0.5377853589
543	0.5377715955
544	0.5377522596
545	0.5377313839
546	0.5377159432
547	0.5376819728
548	0.5376561381
549	0.5376368263
550	0.5376269292
551	0.5376093977
552	0.5375930138
553	0.5375860878
554	0.5375785538
555	0.5375684942
556	0.5375505802
557	0.5375239219
558	0.5375080915
559	0.5374886634
560	0.5374807623
561	0.5374613641
562	0.5374387473
563	0.537420823
564	0.5374092519
565	0.5374061023
566	0.537390426
567	0.5373653877
568	0.5373534421
569	0.5373379402
570	0.5373269481
571	0.5373090077
572	0.5372947967
573	0.5372725671
574	0.5372450012
575	0.5372154337
576	0.53720976
577	0.5371763466
578	0.5371665575
579	0.5371365839
580	0.5371186386
581	0.5371070554
582	0.537090493
583	0.5370846645
584	0.5370643669
585	0.5370439258
586	0.5370114469
587	0.5369854291
588	0.5369650294
589	0.536949673
590	0.5369349271
591	0.5369195566
592	0.5368984615
593	0.5368814826
594	0.5368552694
595	0.5368333628
596	0.5368255438
597	0.5368165105
598	0.5368043911
599	0.5367752008
600	0.5367453352
601	0.5367243485
602	0.5367058471
603	0.5366858444
604	0.5366754065
605	0.5366636869
606	0.5366445741
607	0.5366255065
608	0.5366151578
609	0.5366047708
610	0.5366006528
611	0.5365821514
612	0.5365695659
613	0.5365480835
614	0.536536133
615	0.5365213585
616	0.5365141061
617	0.5365122851
618	0.536495477
619	0.5364809908
620	0.5364692582
621	0.536456566
622	0.5364454343
623	0.536428284
624	0.5364111183
625	0.5363933387
626	0.5363605626
627	0.5363538951
628	0.5363300565
629	0.5363075872
630	0.5363017291
631	0.5362750142
632	0.5362617818
633	0.536249005
634	0.5362299765
635	0.5362071939
636	0.5361954866
637	0.5361803469
638	0.536167275
639	0.5361482895
640	0.5361271499
641	0.5361202488
642	0.5361054244
643	0.5360853504
644	0.5360593055
645	0.5360450819
646	0.5360274809
647	0.5360067223
648	0.5359984364
649	0.5359966863
650	0.5359683668
651	0.5359435334
652	0.5359329238
653	0.535915769
654	0.535902659
655	0.5358879248
656	0.5358778091
657	0.5358597824
658	0.5358326049
659	0.535822027
660	0.5358116424
661	0.5358012673
662	0.5357911562
663	0.5357777546
664	0.5357590705
665	0.5357397863
666	0.5357161649
667	0.535712168
668	0.5356812974
669	0.5356666921
670	0.5356507803
671	0.5356364705
672	0.5356233319
673	0.5356176753
674	0.5355921218
675	0.5355733727
676	0.5355554904
677	0.5355478274
678	0.5355383972
679	0.5355181209
680	0.5355021799
681	0.535495223
682	0.5354787169
683	0.535467948
684	0.5354550092
685	0.5354349165
686	0.5354109671
687	0.5353926586
688	0.5353833391
689	0.5353636046
690	0.5353490605
691	0.535327381
692	0.5353150376
693	0.5352922438
694	0.5352808753
695	0.5352758989
696	0.5352650669
697	0.535242123
698	0.5352114338
699	0.5351984314
700	0.535188504
701	0.5351803349
702	0.5351558899
703	0.5351489351
704	0.535142454
705	0.5351186329
706	0.5351038122
707	0.5350942842
708	0.5350831149
709	0.5350680769
710	0.5350533892
711	0.5350390462
712	0.5350159384
713	0.5350091077
714	0.5350011699
715	0.5349969772
716	0.5349762426
717	0.5349495151
718	0.5349389863
719	0.5349236655
720	0.5349105699
721	0.5348861322
722	0.5348627568
723	0.5348540014
724	0.5348515349
725	0.5348395352
726	0.5348249477
727	0.5348072672
728	0.534790327
729	0.5347820356
730	0.5347604635
731	0.5347429621
732	0.534724688
733	0.5347196702
734	0.534705818
735	0.5346812279
736	0.5346646507
737	0.5346511916
738	0.5346333768
739	0.5346176435
740	0.5346118259
741	0.5345879512
742	0.534556084
743	0.5345433825
744	0.534529547
745	0.5345162388
746	0.5344999679
747	0.534490163
748	0.5344802514
749	0.5344549406
750	0.5344453631
751	0.5344319518
752	0.534419597
753	0.534401062
754	0.534383273
755	0.5343631236
756	0.5343419429
757	0.5343145106
758	0.5342922295
759	0.5342652991
760	0.53424924
761	0.5342457744
762	0.53423919
763	0.5342174839
764	0.5341956307
765	0.5341891155
766	0.5341695909
767	0.534143229
768	0.5341406479
769	0.5341237839
770	0.5341143488
771	0.5341108719
772	0.5340890105
773	0.5340603256
774	0.5340546236
775	0.5340403213
776	0.5340178861
777	0.5339999812
778	0.5339780464
779	0.5339609311
780	0.5339444053
781	0.5339259107
782	0.5339011652
783	0.5338831292
784	0.5338713112
785	0.5338651484
786	0.5338385474
787	0.5338173202
788	0.5338083394
789	0.5337992677
790	0.5337930491
791	0.5337626423
792	0.5337336953
793	0.533717672
794	0.5336993944
795	0.5336830613
796	0.5336783778
797	0.5336637323
798	0.5336453875
799	0.5336300969
800	0.5336063454
801	0.5335802163
802	0.5335570953
803	0.5335438682
804	0.5335188953
805	0.5335006486
806	0.5334840032
807	0.5334631899
808	0.5334507725
809	0.533438637
810	0.5334328093
