iter	PRAUC	Logloss
274	0.6529783075	0.5513785638
275	0.6530427247	0.551344135
276	0.6530691799	0.551332696
277	0.6531353233	0.5512949371
278	0.6531961748	0.5512541734
279	0.6532495462	0.5512299603
280	0.6533609107	0.5511586445
281	0.653414794	0.5511246279
282	0.6534557513	0.5510800338
283	0.6535502805	0.5510236367
284	0.6536086939	0.5509906987
285	0.6536677444	0.5509488032
286	0.6537138475	0.5509051342
287	0.6538198371	0.5508506522
288	0.6538455553	0.5508275304
289	0.6538817617	0.5508017092
290	0.6539721675	0.5507585556
291	0.6540429439	0.550716208
292	0.6540716006	0.5506896518
293	0.6541535494	0.5506501473
294	0.6541954488	0.5506180123
295	0.6542633656	0.5505793845
296	0.6542769721	0.5505708618
297	0.654365442	0.5505153625
298	0.6544483725	0.5504664529
299	0.6545058099	0.5504349684
300	0.6545727457	0.5504038163
301	0.654633172	0.5503652558
302	0.6546406702	0.5503636018
303	0.6547227655	0.5502951015
304	0.6547908816	0.5502361413
305	0.6549017828	0.5501668965
306	0.6549556983	0.5501332902
307	0.6550194078	0.5500783986
308	0.655068122	0.5500511597
309	0.6551302194	0.5500107796
310	0.6551960448	0.5499720133
311	0.6553077543	0.5499313067
312	0.65533091	0.5499124012
313	0.6553706227	0.5498840138
314	0.6554649188	0.5498176321
315	0.6555425142	0.5497741448
316	0.6555847861	0.5497270722
317	0.6556615952	0.549690019
318	0.6557244073	0.5496437566
319	0.6558043294	0.5496039528
320	0.6558837749	0.5495452855
321	0.6559801086	0.5495018637
322	0.6560371171	0.5494713349
323	0.6561310899	0.5493975867
324	0.6561690293	0.5493740461
325	0.6562181307	0.5493407014
326	0.6563343741	0.5492808561
327	0.6563957177	0.5492296281
328	0.6564664522	0.5491735067
329	0.6565738653	0.5491035269
330	0.6566531832	0.5490596641
331	0.6566981312	0.5490428416
332	0.6567437183	0.5490039897
333	0.6568033159	0.5489662238
334	0.656984828	0.5488931124
335	0.6570265708	0.5488691943
336	0.6571378761	0.5488119408
337	0.6572121154	0.5487694312
338	0.6572986838	0.5487237437
339	0.6574042601	0.5486516585
340	0.6575046391	0.5486034301
341	0.6576155986	0.5485400413
342	0.6576949824	0.5484951077
343	0.6577421468	0.5484619264
344	0.6578219947	0.5484180607
345	0.6579119538	0.5483699201
346	0.6580452795	0.5483058535
347	0.6581190924	0.5482617257
348	0.6582158531	0.5482021398
349	0.6583136687	0.5481504007
350	0.6584053085	0.5480663555
351	0.6585200377	0.5480032929
352	0.6585681164	0.5479502801
353	0.6586129597	0.5479333861
354	0.6587739412	0.5478811859
355	0.6589010481	0.5478423852
356	0.658979822	0.5478038641
357	0.6590349204	0.5477629723
358	0.6590971275	0.5477210938
359	0.6592029146	0.5476479478
360	0.6592947264	0.5476029332
361	0.6593762713	0.5475414992
362	0.6594638848	0.5474825878
363	0.6595159198	0.5474280406
364	0.6595463095	0.5474122647
365	0.6596356085	0.5473609919
366	0.6597208042	0.5473076468
367	0.6597500228	0.5472909969
368	0.6599017868	0.5472218736
369	0.6599790992	0.5471762279
370	0.6600841935	0.5471220854
371	0.6601810028	0.5470631406
372	0.6602581853	0.5470158379
373	0.6603327105	0.5469688463
374	0.6604949558	0.5468928368
375	0.6606013928	0.5468057852
376	0.6606770716	0.5467453528
377	0.6607552707	0.5466880969
378	0.6608161532	0.546655587
379	0.6608822566	0.5466163779
380	0.6609609853	0.5465721455
381	0.6610108565	0.5465411995
382	0.6610405524	0.5465167713
383	0.6611434634	0.5464439179
384	0.661188277	0.546415586
385	0.6612723079	0.5463668628
386	0.6613550051	0.5463126903
387	0.6614527139	0.5462655108
388	0.6615866097	0.546201425
389	0.661666025	0.5461576847
390	0.6617805349	0.5461203676
391	0.6618390682	0.5460746427
392	0.6618907162	0.5460470431
393	0.6619542873	0.5459918379
394	0.662001097	0.5459471355
395	0.6620859903	0.5458785616
396	0.662116373	0.5458585411
397	0.6622186952	0.5458097533
398	0.6622977914	0.5457575294
399	0.6624192349	0.5457069522
400	0.6625023384	0.5456318064
401	0.6625708422	0.5455999296
402	0.6626286116	0.5455767617
403	0.6626784443	0.545548022
404	0.6627827987	0.545482675
405	0.6629006714	0.5454312399
406	0.6629703384	0.5453794577
407	0.6630357575	0.5453303179
408	0.6631159725	0.5452878142
409	0.6632205633	0.5452457893
410	0.6633350931	0.545189716
411	0.6634454402	0.5451331353
412	0.6635346285	0.5450631263
413	0.6636207209	0.5450118916
414	0.6636682008	0.5449825915
415	0.6637031426	0.544961769
416	0.6637694805	0.5449112929
417	0.6638190181	0.5448861167
418	0.6639717574	0.5448309951
419	0.6640334949	0.5447868579
420	0.6640999822	0.5447567239
421	0.6641494151	0.5447161972
422	0.66420399	0.54468591
423	0.6642968594	0.5446377115
424	0.6643508357	0.5446001835
425	0.6644259001	0.5445583247
426	0.6645118941	0.544510491
427	0.664565495	0.5444823875
428	0.6646801533	0.5444519976
429	0.6647511328	0.5444139129
430	0.6648471865	0.544362241
431	0.6648884199	0.5443294661
432	0.6649581731	0.5442996156
433	0.6650630379	0.5442566938
434	0.665129401	0.5442169137
435	0.6652530504	0.5441564457
436	0.6653399138	0.5441196378
437	0.665421723	0.5440754657
438	0.6654742459	0.5440508126
439	0.6655843427	0.5439903088
440	0.6656517874	0.5439496064
441	0.665725275	0.5438840217
442	0.6658099787	0.5438484005
443	0.6658933061	0.543794385
444	0.665969099	0.5437548479
445	0.6660262925	0.5437184008
446	0.6661643407	0.543678123
447	0.6662290698	0.5436417626
448	0.6663439685	0.5435784773
449	0.6664025913	0.5435439307
450	0.6665090354	0.5434942885
451	0.6665896818	0.5434544817
452	0.6666203838	0.5434408003
453	0.666678731	0.5433938644
454	0.6668009991	0.5433382498
455	0.6668464142	0.5433083419
456	0.6669016515	0.543257036
457	0.6670068031	0.5432050855
458	0.6670747535	0.5431479855
459	0.6671196971	0.5431168202
460	0.6671651224	0.5430782359
461	0.667213549	0.5430574002
462	0.667287656	0.5430155903
463	0.6673479459	0.5429734679
464	0.6674612588	0.5429356535
465	0.6675053952	0.5429073653
466	0.6675576107	0.5428752587
467	0.6676292986	0.5428198893
468	0.6677331531	0.5427753499
469	0.6677696999	0.5427542649
470	0.6678528006	0.5427113915
471	0.6679126083	0.5426722241
472	0.6679591711	0.5426484595
473	0.6680007022	0.5426223888
474	0.6680629766	0.5425823824
475	0.6681647917	0.5425382153
476	0.6682315801	0.5424930355
477	0.6682885763	0.5424635132
478	0.6683399722	0.5424377057
479	0.668405329	0.5424081628
480	0.6684311234	0.5423881318
481	0.6685774976	0.5423330955
482	0.668610674	0.5423101827
483	0.6686663955	0.5422767276
484	0.6687445332	0.5422298632
485	0.6688287259	0.5421880406
486	0.6688732064	0.5421658117
487	0.668956588	0.5421097345
488	0.669080704	0.5420574978
489	0.6691894214	0.5420129444
490	0.6692323493	0.5419845718
491	0.6692922202	0.5419515179
492	0.6693387568	0.5419154482
493	0.6693696776	0.5418893407
494	0.6694548956	0.5418469343
495	0.6694838429	0.5418296085
496	0.6695664931	0.5417807257
497	0.6696645249	0.5417423539
498	0.6697385147	0.5417042963
499	0.6697706554	0.5416731303
500	0.6698541238	0.5416219047
501	0.6699364465	0.5415897771
502	0.6699984187	0.5415525233
503	0.6700611157	0.5415263213
504	0.6701017083	0.541506707
505	0.6701650021	0.5414826428
506	0.6702255898	0.5414430801
507	0.6702604056	0.5414249608
508	0.6703377551	0.5413869718
509	0.670380672	0.541354256
510	0.6704325236	0.5413284796
511	0.6705067089	0.5412749712
512	0.6705591391	0.5412498389
513	0.6706475658	0.5412138895
514	0.6707510408	0.5411744562
515	0.6708256107	0.5411462512
516	0.6708743353	0.5411166559
517	0.6709215034	0.5410920639
518	0.6709488838	0.5410616849
519	0.6710621381	0.5410148265
520	0.6710727129	0.5410080375
521	0.6710976604	0.5409962315
522	0.671147694	0.5409648702
523	0.671172673	0.5409441667
524	0.6712322804	0.5408989072
525	0.6712664495	0.5408794886
526	0.6713261889	0.5408226258
527	0.671346283	0.5408119834
528	0.6713963078	0.5407818961
529	0.6714761395	0.5407553884
530	0.6715721204	0.5407171758
531	0.6716187797	0.5406925511
532	0.6717202527	0.5406447932
533	0.6717644793	0.5406214334
534	0.6718669238	0.5405770855
535	0.6719922476	0.5405108672
536	0.6720681014	0.540475958
537	0.6720875133	0.540448917
538	0.6721736711	0.5404056931
539	0.6722312531	0.5403703069
540	0.6722737914	0.5403408891
541	0.6723597746	0.5402910281
542	0.6725182104	0.5402244156
543	0.6725628971	0.5401893286
544	0.6727089281	0.5401280303
545	0.672790981	0.5400787922
546	0.6728823362	0.5400384404
547	0.6729889352	0.5399877543
548	0.6730468618	0.5399490216
549	0.6730836211	0.5399137434
550	0.6731045296	0.5398985061
551	0.6731886198	0.5398551669
552	0.6732418023	0.5398326072
553	0.6733081947	0.539789927
554	0.6733462689	0.5397578516
555	0.6734094426	0.5397322351
556	0.6734592755	0.5397140521
557	0.6734963757	0.5396882437
558	0.6735355683	0.5396547798
559	0.6736460474	0.5396118658
560	0.6737177903	0.5395656343
561	0.6737670179	0.5395220004
562	0.6738152278	0.539478258
563	0.6738567774	0.5394421746
564	0.6739012934	0.5394177931
565	0.6739374375	0.5393872191
566	0.674069172	0.5393334512
567	0.6741212705	0.5392954999
568	0.6741556731	0.5392715368
569	0.6742035228	0.5392315803
570	0.6742453056	0.5392131552
571	0.674300197	0.5391931696
572	0.6743254916	0.5391821946
573	0.6744035721	0.5391456666
574	0.6744826844	0.5391056232
575	0.6745683585	0.5390676472
576	0.6746556816	0.5390196464
577	0.6747337288	0.5389667936
578	0.6747488352	0.538951683
579	0.674788408	0.5389256388
580	0.6748339339	0.5388899047
581	0.6749262293	0.538848064
582	0.6749779165	0.5388286183
583	0.6750517626	0.5387959745
584	0.6751325448	0.5387649082
585	0.6752087031	0.5387131092
586	0.6752389901	0.538686262
587	0.6753267362	0.5386545544
588	0.6753738586	0.5386219314
589	0.6753953928	0.5386081559
590	0.6754780011	0.5385624463
591	0.6755201873	0.5385329658
592	0.6755755764	0.5385022325
593	0.6756355306	0.5384636423
594	0.6757301791	0.5384181133
595	0.6758192334	0.5383771281
596	0.6758807437	0.5383462595
597	0.6759563609	0.5382992513
598	0.6760167412	0.538274448
599	0.6760650403	0.5382470028
600	0.6761369484	0.5382181335
601	0.6762212689	0.5381858126
602	0.6762681862	0.5381549955
603	0.6763500881	0.5381211958
604	0.6763839591	0.5381026048
605	0.6764303091	0.538083435
606	0.6764656139	0.5380584604
607	0.6765133719	0.5380273245
608	0.6765480576	0.5380146327
609	0.6765756545	0.5379880576
610	0.676612855	0.5379592403
611	0.6767002452	0.5379130037
612	0.6767608853	0.5378842028
613	0.6768339197	0.5378386134
614	0.6768699191	0.5378211478
615	0.6768968958	0.5377903873
616	0.6769191163	0.5377714669
617	0.6769997038	0.5377317495
618	0.677020085	0.5377191439
619	0.6770841581	0.5376881367
620	0.6771342941	0.5376435993
621	0.6772167611	0.5375886606
622	0.677245063	0.5375589337
623	0.6773258338	0.5375230644
624	0.6774442229	0.5374669526
625	0.6774960989	0.5374438284
626	0.6775185436	0.5374052158
627	0.6775455491	0.5373843086
628	0.6775609544	0.5373757622
629	0.6776760473	0.5373207776
630	0.6777256511	0.5372972735
631	0.6777776078	0.5372703789
632	0.6778130123	0.5372439989
633	0.6778627217	0.5372161213
634	0.6779072796	0.5371676603
635	0.6779679332	0.5371428736
636	0.6780097348	0.5371025154
637	0.6780236857	0.5370922641
638	0.6781020052	0.5370549939
639	0.6781602229	0.5370297953
640	0.6781773011	0.5370153593
641	0.6782036769	0.5369978624
642	0.6782268395	0.5369758632
643	0.6783282177	0.5369319771
644	0.6783478109	0.5369063174
645	0.6783901354	0.536891433
646	0.6784903239	0.5368420772
647	0.6785391618	0.5368078732
648	0.6785905579	0.5367851701
649	0.6786747055	0.536732622
650	0.6787300355	0.5367029906
651	0.6787537094	0.5366767864
652	0.678846597	0.5366353743
653	0.6789368503	0.5365870425
654	0.6790048353	0.5365514203
655	0.6790470822	0.5365287647
656	0.6791613415	0.5364875669
657	0.6791905758	0.5364755851
658	0.6792126411	0.5364639371
659	0.6792339866	0.5364472037
660	0.6793341729	0.536401811
661	0.6793505686	0.5363955166
662	0.6794150008	0.5363561303
663	0.6794888969	0.5363106057
664	0.67950355	0.5363000923
665	0.6795809341	0.5362473605
666	0.6796147156	0.5362189142
667	0.6796943277	0.5361853405
668	0.679714321	0.5361736394
669	0.6797788928	0.536131399
670	0.6799004191	0.5360830373
671	0.6799501237	0.536064594
672	0.6799876076	0.5360515591
673	0.6800302094	0.5360214986
674	0.6800755708	0.535994477
675	0.6801081315	0.5359742449
676	0.6801587819	0.5359557602
677	0.6801954603	0.5359333606
678	0.6802577907	0.5358875756
679	0.6803513151	0.5358526244
680	0.6803831109	0.5358189013
681	0.680429769	0.5357917885
682	0.6804861348	0.5357580987
683	0.6805509841	0.5357315661
684	0.6806131083	0.5356940168
685	0.6806777404	0.5356589147
686	0.6807118592	0.535635878
687	0.6807423089	0.5356192604
688	0.680840248	0.5355793192
689	0.6808645802	0.5355575881
690	0.6809249582	0.5355347723
691	0.6809742597	0.5355128559
692	0.6810776751	0.5354786835
693	0.6811401368	0.5354441235
694	0.68115709	0.5354282719
695	0.6812159956	0.5353934682
696	0.6812850323	0.535363082
697	0.6813335674	0.5353340522
698	0.681409856	0.5353037521
699	0.6814783704	0.5352737116
700	0.681537324	0.535237554
701	0.681581545	0.535212165
702	0.6816412297	0.5351846793
703	0.6817178821	0.5351299806
